,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m
,ang,ang,ang,ang,ang,ang,ang,dis,dis,dis,dis,dis,dis,dis,fea,fea,fea,fea,fea,fea,fea,hap,hap,hap,hap,hap,hap,hap,ntr,ntr,ntr,ntr,ntr,ntr,ntr,sad,sad,sad,sad,sad,sad,sad,sup,sup,sup,sup,sup,sup,sup,ang,ang,ang,ang,ang,ang,ang,dis,dis,dis,dis,dis,dis,dis,fea,fea,fea,fea,fea,fea,fea,hap,hap,hap,hap,hap,hap,hap,ntr,ntr,ntr,ntr,ntr,ntr,ntr,sad,sad,sad,sad,sad,sad,sad,sup,sup,sup,sup,sup,sup,sup
,ang,dis,fea,hap,ntr,sad,sup,ang,dis,fea,hap,ntr,sad,sup,ang,dis,fea,hap,ntr,sad,sup,ang,dis,fea,hap,ntr,sad,sup,ang,dis,fea,hap,ntr,sad,sup,ang,dis,fea,hap,ntr,sad,sup,ang,dis,fea,hap,ntr,sad,sup,ang,dis,fea,hap,ntr,sad,sup,ang,dis,fea,hap,ntr,sad,sup,ang,dis,fea,hap,ntr,sad,sup,ang,dis,fea,hap,ntr,sad,sup,ang,dis,fea,hap,ntr,sad,sup,ang,dis,fea,hap,ntr,sad,sup,ang,dis,fea,hap,ntr,sad,sup
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p056,87.5,12.5,0.0,0.0,0.0,0.0,0.0,31.25,62.5,0.0,0.0,0.0,0.0,6.25,6.25,0.0,50.0,0.0,6.25,0.0,37.5,0.0,0.0,0.0,87.5,12.5,0.0,0.0,0.0,0.0,25.0,0.0,37.5,37.5,0.0,12.5,0.0,12.5,0.0,0.0,75.0,0.0,0.0,0.0,12.5,0.0,6.25,0.0,81.25,68.75,0.0,18.75,0.0,0.0,12.5,0.0,18.75,75.0,6.25,0.0,0.0,0.0,0.0,0.0,6.25,75.0,0.0,6.25,0.0,12.5,0.0,0.0,0.0,93.75,0.0,6.25,0.0,0.0,0.0,18.75,0.0,25.0,56.25,0.0,0.0,0.0,43.75,0.0,0.0,56.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
p057,93.75,6.25,0.0,0.0,0.0,0.0,0.0,31.25,68.75,0.0,0.0,0.0,0.0,0.0,12.5,12.5,12.5,6.25,6.25,0.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,18.75,0.0,31.25,0.0,6.25,43.75,0.0,0.0,0.0,0.0,6.25,0.0,0.0,93.75,68.75,12.5,0.0,0.0,6.25,12.5,0.0,37.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,12.5,37.5,0.0,0.0,0.0,50.0,0.0,0.0,6.25,87.5,6.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,18.75,50.0,0.0,12.5,0.0,18.75,0.0,0.0,6.25,0.0,0.0,0.0,93.75
p058,93.75,6.25,0.0,0.0,0.0,0.0,0.0,37.5,56.25,0.0,0.0,0.0,6.25,0.0,0.0,6.25,43.75,0.0,0.0,6.25,43.75,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,75.0,18.75,0.0,18.75,0.0,25.0,0.0,0.0,50.0,6.25,0.0,0.0,6.25,0.0,0.0,0.0,93.75,56.25,12.5,18.75,0.0,0.0,12.5,0.0,12.5,81.25,0.0,0.0,0.0,0.0,6.25,0.0,0.0,81.25,0.0,0.0,0.0,18.75,0.0,0.0,12.5,87.5,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,50.0,0.0,6.25,18.75,37.5,6.25,0.0,18.75,12.5,0.0,6.25,31.25,0.0,0.0,0.0,62.5
p059,87.5,6.25,0.0,6.25,0.0,0.0,0.0,37.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,6.25,6.25,6.25,31.25,0.0,0.0,0.0,93.75,6.25,0.0,0.0,0.0,0.0,31.25,0.0,50.0,18.75,0.0,12.5,0.0,37.5,0.0,6.25,43.75,0.0,0.0,0.0,0.0,0.0,12.5,0.0,87.5,43.75,6.25,12.5,0.0,0.0,37.5,0.0,31.25,56.25,0.0,6.25,0.0,6.25,0.0,0.0,12.5,56.25,0.0,0.0,0.0,31.25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,81.25,0.0,0.0,6.25,0.0,25.0,0.0,6.25,31.25,31.25,0.0,6.25,6.25,0.0,0.0,0.0,87.5
p060,75.0,18.75,0.0,0.0,0.0,6.25,0.0,43.75,56.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,6.25,18.75,0.0,37.5,0.0,0.0,0.0,87.5,6.25,6.25,0.0,6.25,0.0,0.0,0.0,93.75,0.0,0.0,6.25,0.0,43.75,0.0,6.25,43.75,0.0,0.0,0.0,6.25,0.0,25.0,0.0,68.75,37.5,18.75,6.25,6.25,12.5,18.75,0.0,6.25,93.75,0.0,0.0,0.0,0.0,0.0,0.0,6.25,31.25,0.0,6.25,0.0,56.25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.75,0.0,6.25,0.0,0.0,25.0,0.0,37.5,0.0,37.5,0.0,0.0,6.25,0.0,6.25,0.0,87.5
p061,87.5,12.5,0.0,0.0,0.0,0.0,0.0,25.0,68.75,6.25,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,6.25,0.0,18.75,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,0.0,12.5,6.25,6.25,18.75,0.0,6.25,62.5,0.0,0.0,0.0,31.25,0.0,0.0,0.0,68.75,12.5,18.75,0.0,0.0,12.5,43.75,12.5,0.0,93.75,0.0,6.25,0.0,0.0,0.0,6.25,0.0,75.0,0.0,6.25,12.5,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12.5,12.5,0.0,12.5,50.0,12.5,0.0,0.0,37.5,0.0,0.0,0.0,62.5
p062,81.25,6.25,0.0,6.25,6.25,0.0,0.0,6.25,93.75,0.0,0.0,0.0,0.0,0.0,37.5,0.0,37.5,0.0,6.25,12.5,6.25,0.0,0.0,0.0,93.75,6.25,0.0,0.0,0.0,0.0,0.0,12.5,81.25,0.0,6.25,37.5,0.0,25.0,0.0,6.25,25.0,6.25,0.0,0.0,6.25,0.0,0.0,6.25,87.5,37.5,0.0,12.5,0.0,6.25,43.75,0.0,12.5,87.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,18.75,0.0,0.0,25.0,43.75,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,75.0,6.25,6.25,18.75,0.0,31.25,0.0,0.0,37.5,12.5,0.0,18.75,12.5,0.0,0.0,6.25,62.5
p063,62.5,37.5,0.0,0.0,0.0,0.0,0.0,31.25,68.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,93.75,6.25,0.0,0.0,0.0,6.25,6.25,0.0,62.5,25.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,75.0,50.0,25.0,18.75,0.0,0.0,6.25,0.0,18.75,81.25,0.0,0.0,0.0,0.0,0.0,0.0,6.25,75.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,43.75,0.0,43.75,6.25,6.25,6.25,12.5,50.0,0.0,0.0,6.25,25.0,0.0,12.5,18.75,0.0,0.0,0.0,68.75
p064,87.5,6.25,0.0,6.25,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,25.0,6.25,0.0,6.25,56.25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,6.25,37.5,0.0,0.0,56.25,0.0,0.0,0.0,6.25,0.0,0.0,0.0,93.75,43.75,0.0,12.5,0.0,6.25,37.5,0.0,6.25,87.5,6.25,0.0,0.0,0.0,0.0,0.0,0.0,81.25,0.0,6.25,0.0,12.5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,12.5,0.0,0.0,0.0,50.0,0.0,25.0,25.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,87.5
p065,93.75,6.25,0.0,0.0,0.0,0.0,0.0,31.25,68.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,25.0,6.25,31.25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,62.5,25.0,0.0,12.5,12.5,31.25,0.0,0.0,25.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,100.0,43.75,12.5,12.5,0.0,12.5,18.75,0.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,31.25,0.0,12.5,6.25,37.5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,81.25,0.0,6.25,0.0,18.75,62.5,0.0,6.25,6.25,6.25,0.0,12.5,6.25,0.0,0.0,0.0,81.25
p066,87.5,12.5,0.0,0.0,0.0,0.0,0.0,18.75,75.0,0.0,0.0,0.0,0.0,6.25,0.0,18.75,37.5,0.0,0.0,6.25,37.5,0.0,0.0,0.0,81.25,12.5,6.25,0.0,6.25,0.0,6.25,0.0,68.75,18.75,0.0,6.25,12.5,12.5,0.0,0.0,68.75,0.0,0.0,0.0,12.5,0.0,12.5,0.0,75.0,56.25,6.25,0.0,0.0,6.25,31.25,0.0,31.25,62.5,0.0,0.0,6.25,0.0,0.0,0.0,12.5,37.5,0.0,6.25,18.75,25.0,0.0,6.25,0.0,93.75,0.0,0.0,0.0,0.0,12.5,12.5,0.0,50.0,25.0,0.0,0.0,6.25,18.75,0.0,0.0,62.5,12.5,0.0,12.5,18.75,0.0,0.0,0.0,68.75
p068,87.5,12.5,0.0,0.0,0.0,0.0,0.0,12.5,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,87.5,12.5,0.0,0.0,0.0,0.0,12.5,0.0,18.75,37.5,31.25,6.25,0.0,43.75,0.0,0.0,50.0,0.0,0.0,0.0,31.25,0.0,0.0,0.0,68.75,43.75,6.25,12.5,6.25,0.0,25.0,6.25,31.25,62.5,0.0,0.0,6.25,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,6.25,87.5,6.25,0.0,0.0,0.0,0.0,6.25,6.25,56.25,25.0,6.25,0.0,0.0,37.5,0.0,6.25,18.75,37.5,0.0,6.25,50.0,0.0,0.0,0.0,43.75
p069,68.75,18.75,0.0,6.25,0.0,6.25,0.0,62.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,25.0,43.75,6.25,0.0,0.0,25.0,0.0,0.0,6.25,93.75,0.0,0.0,0.0,0.0,0.0,18.75,0.0,62.5,6.25,12.5,6.25,18.75,31.25,0.0,0.0,37.5,6.25,0.0,0.0,12.5,0.0,0.0,0.0,87.5,31.25,6.25,18.75,0.0,0.0,43.75,0.0,25.0,62.5,0.0,6.25,0.0,6.25,0.0,0.0,12.5,68.75,0.0,6.25,0.0,12.5,0.0,0.0,0.0,93.75,6.25,0.0,0.0,0.0,6.25,25.0,0.0,62.5,6.25,0.0,0.0,12.5,50.0,0.0,6.25,12.5,18.75,0.0,18.75,25.0,0.0,0.0,6.25,50.0
p070,93.75,6.25,0.0,0.0,0.0,0.0,0.0,12.5,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,6.25,0.0,0.0,18.75,0.0,0.0,0.0,100.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,87.5,0.0,6.25,50.0,0.0,12.5,0.0,0.0,37.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,87.5,56.25,6.25,0.0,0.0,0.0,37.5,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.75,0.0,0.0,0.0,6.25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,75.0,12.5,0.0,0.0,0.0,50.0,0.0,0.0,6.25,43.75,0.0,12.5,6.25,0.0,0.0,0.0,81.25
p071,87.5,12.5,0.0,0.0,0.0,0.0,0.0,31.25,68.75,0.0,0.0,0.0,0.0,0.0,0.0,6.25,31.25,0.0,6.25,6.25,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,87.5,0.0,0.0,6.25,6.25,62.5,0.0,18.75,6.25,0.0,0.0,0.0,31.25,0.0,0.0,0.0,68.75,37.5,25.0,12.5,0.0,0.0,18.75,6.25,12.5,87.5,0.0,0.0,0.0,0.0,0.0,6.25,25.0,0.0,0.0,6.25,18.75,43.75,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,6.25,25.0,0.0,43.75,25.0,0.0,12.5,12.5,12.5,0.0,0.0,37.5,25.0,0.0,6.25,6.25,0.0,6.25,0.0,81.25
p072,62.5,37.5,0.0,0.0,0.0,0.0,0.0,31.25,62.5,0.0,0.0,0.0,6.25,0.0,6.25,12.5,50.0,0.0,0.0,0.0,31.25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,81.25,0.0,6.25,6.25,12.5,68.75,0.0,0.0,12.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,87.5,68.75,25.0,0.0,0.0,6.25,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,18.75,0.0,68.75,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.25,18.75,0.0,25.0,25.0,37.5,0.0,0.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,87.5
p073,68.75,25.0,0.0,6.25,0.0,0.0,0.0,18.75,81.25,0.0,0.0,0.0,0.0,0.0,6.25,6.25,50.0,0.0,12.5,0.0,25.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,18.75,18.75,62.5,0.0,0.0,0.0,0.0,0.0,6.25,6.25,0.0,6.25,0.0,81.25,31.25,50.0,0.0,0.0,18.75,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,6.25,6.25,43.75,0.0,12.5,0.0,31.25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,87.5,0.0,6.25,0.0,12.5,56.25,0.0,31.25,0.0,0.0,0.0,6.25,50.0,0.0,6.25,0.0,37.5
p074,87.5,6.25,0.0,0.0,0.0,0.0,6.25,31.25,68.75,0.0,0.0,0.0,0.0,0.0,12.5,0.0,56.25,0.0,0.0,0.0,31.25,0.0,0.0,0.0,93.75,6.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.25,0.0,0.0,0.0,12.5,81.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,37.5,6.25,0.0,0.0,18.75,37.5,0.0,6.25,87.5,6.25,0.0,0.0,0.0,0.0,0.0,6.25,62.5,0.0,12.5,12.5,6.25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.25,12.5,6.25,6.25,0.0,6.25,0.0,25.0,56.25,6.25,0.0,6.25,18.75,0.0,0.0,0.0,75.0
p075,81.25,18.75,0.0,0.0,0.0,0.0,0.0,31.25,68.75,0.0,0.0,0.0,0.0,0.0,0.0,6.25,75.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,81.25,12.5,0.0,12.5,31.25,6.25,0.0,6.25,43.75,0.0,0.0,0.0,12.5,0.0,0.0,0.0,87.5,81.25,18.75,0.0,0.0,0.0,0.0,0.0,6.25,93.75,0.0,0.0,0.0,0.0,0.0,0.0,31.25,62.5,0.0,0.0,0.0,6.25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,6.25,6.25,0.0,18.75,68.75,0.0,12.5,43.75,18.75,0.0,0.0,25.0,0.0,0.0,18.75,6.25,0.0,0.0,6.25,68.75
p076,100.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.75,0.0,6.25,18.75,31.25,6.25,0.0,0.0,93.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.25,18.75,0.0,0.0,6.25,12.5,0.0,0.0,81.25,0.0,0.0,0.0,12.5,0.0,6.25,6.25,75.0,18.75,12.5,25.0,0.0,0.0,43.75,0.0,12.5,81.25,0.0,0.0,0.0,0.0,6.25,0.0,0.0,68.75,0.0,0.0,6.25,25.0,0.0,0.0,0.0,93.75,6.25,0.0,0.0,0.0,0.0,0.0,0.0,81.25,12.5,6.25,0.0,12.5,37.5,0.0,0.0,37.5,12.5,0.0,6.25,12.5,0.0,0.0,0.0,81.25
p077,87.5,12.5,0.0,0.0,0.0,0.0,0.0,25.0,62.5,6.25,0.0,0.0,0.0,6.25,6.25,18.75,50.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.75,6.25,0.0,12.5,0.0,6.25,0.0,0.0,81.25,0.0,0.0,0.0,6.25,0.0,6.25,0.0,87.5,93.75,0.0,0.0,0.0,0.0,6.25,0.0,12.5,75.0,6.25,0.0,0.0,6.25,0.0,6.25,0.0,43.75,0.0,0.0,25.0,25.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,93.75,0.0,0.0,0.0,12.5,12.5,0.0,0.0,75.0,0.0,6.25,0.0,18.75,0.0,0.0,0.0,75.0
p078,93.75,6.25,0.0,0.0,0.0,0.0,0.0,37.5,56.25,0.0,0.0,0.0,0.0,6.25,0.0,0.0,12.5,0.0,12.5,0.0,75.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,18.75,0.0,37.5,0.0,12.5,31.25,0.0,0.0,0.0,6.25,0.0,0.0,0.0,93.75,37.5,25.0,18.75,0.0,18.75,0.0,0.0,12.5,81.25,0.0,0.0,0.0,0.0,6.25,0.0,6.25,25.0,0.0,6.25,6.25,56.25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,62.5,25.0,6.25,0.0,0.0,25.0,0.0,6.25,31.25,37.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0
p079,87.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,68.75,0.0,0.0,0.0,12.5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,81.25,12.5,0.0,37.5,0.0,0.0,0.0,6.25,56.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,81.25,6.25,6.25,0.0,0.0,6.25,0.0,6.25,93.75,0.0,0.0,0.0,0.0,0.0,6.25,0.0,75.0,0.0,0.0,6.25,12.5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,75.0,6.25,0.0,12.5,0.0,50.0,0.0,6.25,31.25,0.0,0.0,25.0,6.25,0.0,0.0,0.0,68.75
p080,100.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,62.5,0.0,0.0,18.75,12.5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.75,6.25,0.0,18.75,6.25,37.5,0.0,18.75,18.75,0.0,0.0,0.0,6.25,0.0,0.0,0.0,93.75,68.75,6.25,0.0,0.0,0.0,25.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,62.5,0.0,0.0,6.25,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,62.5,6.25,6.25,0.0,6.25,75.0,0.0,0.0,18.75,0.0,0.0,0.0,25.0,0.0,6.25,6.25,62.5
p081,93.75,0.0,0.0,0.0,0.0,6.25,0.0,37.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,25.0,56.25,0.0,0.0,0.0,18.75,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,81.25,0.0,0.0,0.0,0.0,0.0,6.25,0.0,93.75,68.75,6.25,6.25,0.0,0.0,18.75,0.0,18.75,75.0,0.0,0.0,0.0,6.25,0.0,0.0,12.5,68.75,0.0,6.25,0.0,12.5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.75,31.25,0.0,12.5,12.5,37.5,0.0,0.0,25.0,12.5,0.0,12.5,18.75,0.0,0.0,0.0,68.75
p082,93.75,6.25,0.0,0.0,0.0,0.0,0.0,37.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,12.5,6.25,0.0,18.75,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,6.25,6.25,25.0,0.0,37.5,0.0,12.5,25.0,0.0,0.0,6.25,18.75,0.0,6.25,0.0,68.75,75.0,12.5,0.0,0.0,12.5,0.0,0.0,12.5,81.25,6.25,0.0,0.0,0.0,0.0,0.0,18.75,68.75,0.0,0.0,0.0,12.5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,75.0,18.75,0.0,0.0,6.25,31.25,0.0,6.25,25.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0
p083,81.25,12.5,0.0,0.0,0.0,6.25,0.0,37.5,56.25,0.0,0.0,6.25,0.0,0.0,12.5,0.0,75.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,87.5,6.25,6.25,0.0,0.0,0.0,6.25,0.0,62.5,25.0,6.25,31.25,0.0,18.75,6.25,6.25,37.5,0.0,0.0,0.0,25.0,0.0,0.0,0.0,75.0,37.5,12.5,12.5,0.0,0.0,37.5,0.0,6.25,87.5,6.25,0.0,0.0,0.0,0.0,0.0,6.25,81.25,0.0,0.0,6.25,6.25,0.0,0.0,6.25,93.75,0.0,0.0,0.0,0.0,0.0,25.0,0.0,56.25,6.25,12.5,0.0,0.0,68.75,0.0,0.0,0.0,31.25,0.0,0.0,25.0,0.0,6.25,0.0,68.75
p084,81.25,12.5,0.0,6.25,0.0,0.0,0.0,31.25,68.75,0.0,0.0,0.0,0.0,0.0,6.25,6.25,31.25,0.0,6.25,6.25,43.75,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,87.5,6.25,0.0,31.25,12.5,37.5,6.25,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,62.5,6.25,12.5,0.0,0.0,12.5,6.25,37.5,62.5,0.0,0.0,0.0,0.0,0.0,12.5,18.75,6.25,0.0,6.25,6.25,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,6.25,12.5,0.0,81.25,0.0,0.0,6.25,0.0,56.25,6.25,12.5,0.0,18.75,6.25,6.25,6.25,0.0,0.0,0.0,81.25
p085,93.75,0.0,0.0,6.25,0.0,0.0,0.0,18.75,81.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.25,6.25,0.0,0.0,12.5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,87.5,6.25,0.0,6.25,0.0,37.5,0.0,0.0,56.25,0.0,0.0,0.0,6.25,0.0,0.0,0.0,93.75,75.0,12.5,6.25,0.0,0.0,6.25,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,75.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,81.25,12.5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6.25,6.25,0.0,0.0,0.0,87.5
p086,81.25,0.0,0.0,0.0,6.25,0.0,12.5,18.75,75.0,0.0,0.0,0.0,6.25,0.0,0.0,12.5,18.75,6.25,6.25,6.25,50.0,6.25,0.0,0.0,93.75,0.0,0.0,0.0,0.0,6.25,0.0,0.0,93.75,0.0,0.0,0.0,6.25,68.75,6.25,12.5,6.25,0.0,0.0,0.0,6.25,0.0,0.0,6.25,87.5,43.75,25.0,0.0,0.0,12.5,18.75,0.0,25.0,62.5,0.0,6.25,0.0,0.0,6.25,6.25,0.0,62.5,0.0,0.0,0.0,31.25,0.0,0.0,0.0,87.5,6.25,0.0,6.25,0.0,6.25,6.25,0.0,50.0,31.25,6.25,6.25,18.75,37.5,0.0,0.0,25.0,12.5,0.0,0.0,25.0,6.25,0.0,6.25,62.5
p087,93.75,0.0,0.0,0.0,0.0,6.25,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,6.25,6.25,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,68.75,25.0,0.0,6.25,0.0,37.5,0.0,0.0,56.25,0.0,0.0,0.0,12.5,0.0,0.0,0.0,87.5,6.25,25.0,18.75,0.0,0.0,50.0,0.0,0.0,93.75,0.0,0.0,0.0,6.25,0.0,0.0,12.5,50.0,0.0,0.0,25.0,12.5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,56.25,31.25,6.25,0.0,0.0,43.75,0.0,0.0,43.75,12.5,0.0,0.0,6.25,0.0,0.0,0.0,93.75
p088,87.5,6.25,6.25,0.0,0.0,0.0,0.0,6.25,87.5,6.25,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,6.25,0.0,18.75,0.0,0.0,0.0,93.75,6.25,0.0,0.0,0.0,0.0,6.25,0.0,93.75,0.0,0.0,0.0,0.0,18.75,0.0,0.0,81.25,0.0,0.0,0.0,37.5,0.0,0.0,0.0,62.5,43.75,31.25,0.0,0.0,6.25,18.75,0.0,6.25,93.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,0.0,6.25,0.0,6.25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,56.25,0.0,12.5,0.0,31.25,0.0,0.0,37.5,0.0,0.0,0.0,62.5
p089,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,93.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.25,0.0,0.0,0.0,18.75,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.25,0.0,31.25,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,43.75,18.75,0.0,0.0,0.0,37.5,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.25,0.0,0.0,0.0,18.75,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,56.25,0.0,6.25,18.75,18.75,0.0,0.0,0.0,0.0,0.0,0.0,100.0
