,ang,ang,ang,ang,ang,fea,fea,fea,fea,fea,ntr,ntr,ntr,ntr,ntr,sad,sad,sad,sad,sad,sup,sup,sup,sup,sup,hap,hap,hap,hap,hap,dis,dis,dis,dis,dis
,nan,AU10+16+19+25+26,AU4,AU6,AU9,nan,AU10+16+19+25+26,AU4,AU6,AU9,nan,AU10+16+19+25+26,AU4,AU6,AU9,nan,AU10+16+19+25+26,AU4,AU6,AU9,nan,AU10+16+19+25+26,AU4,AU6,AU9,nan,AU10+16+19+25+26,AU4,AU6,AU9,nan,AU10+16+19+25+26,AU4,AU6,AU9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p048,8.08464460119,-70.618556701,112.076583211,89.6907216495,382.474226804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.7533145842,31.106870229,-20.1744820065,1.52671755725,-77.0992366412
p049,19.6675900277,-21.0526315789,44.3609022556,5.26315789474,342.105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.35513704389,3.03514376997,-3.6056595162,-2.23642172524,-4.15335463259
p050,26.3157894737,-66.6666666667,103.174603175,55.5555555556,388.888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3157894737,-100.0,-100.0,100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.7877337973,-3.30578512397,67.1782762692,5.78512396694,138.016528926
p051,22.0193340494,-8.16326530612,44.6064139942,-26.5306122449,128.571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.1004784689,9.09090909091,24.6753246753,45.4545454545,118.181818182,0.0,0.0,0.0,0.0,0.0,6.75870002876,32.2404371585,-60.031225605,-48.2695810565,-34.4262295082
p052,-100.0,50.0,242.857142857,100.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.1399229782,31.7073170732,-18.4668989547,5.48780487805,-67.0731707317
p053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.939795532,42.4460431655,-27.9753340185,-21.726618705,-44.7482014388
p054,-6.50642353916,-45.6692913386,153.768278965,79.5275590551,334.645669291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.6891478227,32.2701688555,15.786652372,2.81425891182,-5.44090056285
p055,11.9445319887,-44.3113772455,-5.56030795552,48.502994012,58.0838323353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95554102648,14.1304347826,-7.36468500444,-38.5093167702,-47.8260869565
p056,11.0291652699,-29.2993630573,39.7634212921,29.9363057325,205.732484076,68.4210526316,-100.0,128.571428571,33.3333333333,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77962892844,16.0071942446,-12.4357656732,-21.5827338129,12.2302158273
p057,17.1509214677,-0.630914826498,1.66741775575,-29.3375394322,5.99369085174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.00584795322,17.7777777778,-56.8253968254,-29.6296296296,-68.8888888889
p058,50.8248232522,-100.0,176.332622601,61.1940298507,365.671641791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.27067669173,-14.2857142857,-100.0,14.2857142857,-100.0,0.0,0.0,0.0,0.0,0.0,-22.0555927023,24.6823956443,-25.3305677988,-3.44827586207,26.3157894737
p059,-0.983227299017,-41.7582417582,38.147566719,50.9157509158,146.153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.27067669173,-14.2857142857,-2.04081632653,14.2857142857,-100.0,0.0,0.0,0.0,0.0,0.0,-36.8421052632,50.0,-14.2857142857,0.0,-100.0,-15.9953673916,8.55745721271,10.6531610199,11.4914425428,-0.244498777506
p060,-100.0,50.0,242.857142857,100.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.38637290902,-4.6511627907,-15.8361018826,15.7622739018,-3.87596899225
p061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.8421052632,50.0,-100.0,0.0,-100.0,-2.98682486032,7.73263433814,-20.0149784685,2.75229357798,-8.78112712975
p062,26.3157894737,-25.0,71.4285714286,-50.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.01569713758,7.89473684211,20.3007518797,-9.94152046784,152.631578947
p063,-31.8049725541,-24.5398773006,89.3076248904,91.4110429448,238.650306748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.7655215884,27.994011976,14.9700598802,12.5748502994,47.3053892216
p064,-15.7894736842,-33.3333333333,52.380952381,33.3333333333,166.666666667,-15.7894736842,-50.0,128.571428571,100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.8154749423,34.2629482072,-22.5953329539,-7.0385126162,-64.9402390438
p065,-58.4715212689,-23.9726027397,261.643835616,132.876712329,31.5068493151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.3383458647,61.3839285714,-54.0816326531,-57.1428571429,12.5
p066,-12.4344726358,-23.5059760956,110.358565737,46.6135458167,81.6733067729,0.0,0.0,0.0,0.0,0.0,40.350877193,-33.3333333333,-23.8095238095,-11.1111111111,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.0899830221,24.5967741935,10.599078341,-14.5161290323,-66.1290322581
p068,16.6863346708,-54.2600896861,133.696348495,54.2600896861,567.264573991,0.0,0.0,0.0,0.0,0.0,-100.0,200.0,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9501385042,-15.1315789474,-53.3834586466,-54.3859649123,-100.0
p069,-44.1698168072,4.41988950276,119.731649566,52.4861878453,284.53038674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.27067669173,-57.1428571429,95.9183673469,71.4285714286,-100.0,0.0,0.0,0.0,0.0,0.0,1.05263157895,-20.0,-8.57142857143,33.3333333333,60.0,-4.42612555485,17.1084337349,12.3580034423,-20.9638554217,-30.6024096386
p070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.5046639886,44.7606727038,-11.2918129736,-21.8628719276,14.8771021992
p071,-23.4449760766,-69.696969697,149.350649351,138.383838384,457.575757576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.3733018791,15.9196290572,31.4197394568,8.19165378671,18.7017001546
p072,9.95364057813,-76.6839378238,63.4344929682,94.8186528497,186.010362694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.2631578947,12.5,-5.71428571429,-0.833333333333,-100.0
