,ang,ang,ang,ang,ang,fea,fea,fea,fea,fea,ntr,ntr,ntr,ntr,ntr,sad,sad,sad,sad,sad,sup,sup,sup,sup,sup,hap,hap,hap,hap,hap,dis,dis,dis,dis,dis
,nan,AU9,AU7,AU6,AU22+23+25,nan,AU9,AU7,AU6,AU22+23+25,nan,AU9,AU7,AU6,AU22+23+25,nan,AU9,AU7,AU6,AU22+23+25,nan,AU9,AU7,AU6,AU22+23+25,nan,AU9,AU7,AU6,AU22+23+25,nan,AU9,AU7,AU6,AU22+23+25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p061,-13.5842880524,-10.6382978723,-21.4402618658,0.818330605565,46.317512275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.85714285714,0.0,-20.0,20.0,-20.0
p062,-4.4794188862,-11.0169491525,-8.47457627119,-6.77966101695,25.8474576271,0.0,0.0,0.0,0.0,0.0,-4.7619047619,33.3333333333,166.666666667,33.3333333333,-33.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.1428571429,-60.0,-100.0,-73.3333333333,-20.0,9.09090909091,-45.4545454545,-100.0,-63.6363636364,63.6363636364
p063,8.10495626822,-6.9387755102,-21.6326530612,-37.9591836735,28.5714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39077265147,-15.953307393,-90.6614785992,-6.61478599222,-1.94552529183
p064,-8.38055472711,27.7661795407,-9.8121085595,23.5908141962,-6.05427974948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2857142857,0.0,-100.0,-33.3333333333,0.0,46.9387755102,-100.0,-100.0,-100.0,-14.2857142857
p065,-18.8693659282,17.9144385027,-45.4545454545,9.6256684492,51.6042780749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.2857142857,50.0,-100.0,100.0,-100.0
p066,-7.08625764093,29.3185419968,33.1220285261,-3.01109350238,29.3185419968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2857142857,-100.0,-100.0,-100.0,100.0
p068,2.4453024453,3.5527136788e-15,33.3333333333,-11.1111111111,8.10810810811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.8701298701,36.3636363636,-100.0,54.5454545455,22.7272727273
p069,-17.6543980037,40.1746724891,203.930131004,51.0917030568,-14.8471615721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.4285714286,140.0,380.0,140.0,-100.0,0.0,0.0,0.0,0.0,0.0,-14.2857142857,-100.0,-100.0,-100.0,200.0,17.4353205849,-24.4094488189,-100.0,0.787401574803,-62.2047244094
p070,-11.2869637651,18.9504373178,1.45772594752,25.3644314869,1.45772594752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.2857142857,80.0,-100.0,60.0,-40.0
p071,-2.52100840336,22.6890756303,61.3445378151,15.406162465,-14.2857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7979094077,-17.0731707317,-100.0,-44.7154471545,-51.2195121951
