,ang,ang,ang,ang,ang,fea,fea,fea,fea,fea,ntr,ntr,ntr,ntr,ntr,sad,sad,sad,sad,sad,sup,sup,sup,sup,sup,hap,hap,hap,hap,hap,dis,dis,dis,dis,dis
,nan,AU2,AU1,AU20+25,AU5,nan,AU2,AU1,AU20+25,AU5,nan,AU2,AU1,AU20+25,AU5,nan,AU2,AU1,AU20+25,AU5,nan,AU2,AU1,AU20+25,AU5,nan,AU2,AU1,AU20+25,AU5,nan,AU2,AU1,AU20+25,AU5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p054,0.0,0.0,0.0,0.0,0.0,-11.1618612618,-12.6843657817,-62.8318584071,31.3667649951,84.0707964602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p055,0.0,0.0,0.0,0.0,0.0,-6.2818336163,26.3157894737,-68.4210526316,26.3157894737,-15.7894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.9158143194,-21.9512195122,-12.1951219512,17.0731707317,95.1219512195,0.0,0.0,0.0,0.0,0.0,-4.71464019851,23.0769230769,-7.69230769231,64.1025641026,-100.0
p056,-1.46627565982,-100.0,-100.0,93.9393939394,-100.0,4.43819008443,2.01342281879,4.69798657718,-23.0425055928,50.3355704698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.4537998907,62.7118644068,1.69491525424,8.47457627119,225.423728814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p057,-13.5783945986,-100.0,-72.0930232558,110.852713178,-62.7906976744,-16.1290322581,33.3333333333,-50.0,-77.7777777778,433.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.9604886429,51.4792899408,20.7100591716,45.16765286,-5.32544378698,10.599078341,14.2857142857,-14.2857142857,14.2857142857,-100.0,-3.22580645161,-100.0,-100.0,33.3333333333,100.0
p058,0.0,0.0,0.0,0.0,0.0,-14.1040734636,10.9489051095,-47.4452554745,42.0924574209,75.1824817518,0.0,0.0,0.0,0.0,0.0,12.6099706745,-100.0,-100.0,45.4545454545,-100.0,5.1158564289,-0.845070422535,11.5492957746,-11.3615023474,-18.8732394366,0.0,0.0,0.0,0.0,0.0,3.22580645161,-100.0,100.0,-11.1111111111,-100.0
p059,0.0,0.0,0.0,0.0,0.0,-30.3536727555,15.6626506024,97.5903614458,24.2302543507,112.048192771,19.1066997519,-100.0,-7.69230769231,-58.9743589744,23.0769230769,-4.71464019851,146.153846154,84.6153846154,-17.9487179487,-100.0,-38.064516129,-100.0,140.0,6.66666666667,220.0,16.1290322581,-100.0,-100.0,33.3333333333,-100.0,0.0,0.0,0.0,0.0,0.0
p060,0.0,0.0,0.0,0.0,0.0,-17.1949509116,60.0,35.652173913,-4.92753623188,46.0869565217,39.3548387097,-100.0,-100.0,-46.6666666667,-100.0,0.0,0.0,0.0,0.0,0.0,-20.3257124961,-100.0,144.660194175,-17.1521035599,101.941747573,35.4838709677,100.0,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.0,0.0
p061,0.0,0.0,0.0,0.0,0.0,-28.2454760031,-17.6151761518,-54.4715447154,82.1138211382,86.4498644986,-16.6253101737,146.153846154,176.923076923,23.0769230769,-100.0,0.0,0.0,0.0,0.0,0.0,-29.6187683284,45.4545454545,118.181818182,45.4545454545,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p062,9.37019969278,-23.8095238095,14.2857142857,-36.5079365079,1.5873015873,-7.85671878092,-70.5521472393,-11.6564417178,11.2474437628,96.3190184049,0.0,0.0,0.0,0.0,0.0,-15.5425219941,-100.0,9.09090909091,45.4545454545,45.4545454545,-15.5425219941,-100.0,9.09090909091,45.4545454545,45.4545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p063,0.0,0.0,0.0,0.0,0.0,-3.41371750705,-30.0970873786,-12.6213592233,33.3333333333,-18.4466019417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.9005924951,95.9183673469,-26.5306122449,-67.3469387755,471.428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p064,-31.1827956989,-100.0,33.3333333333,137.037037037,-100.0,-1.31159163417,-64.8351648352,5.49450549451,5.49450549451,23.0769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08896650914,-23.5668789809,-61.7834394904,-32.059447983,154.777070064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p065,0.0,0.0,0.0,0.0,0.0,-18.1018395095,-80.1652892562,-70.2479338843,49.8622589532,164.462809917,-30.7631785995,121.138211382,163.414634146,77.7777777778,-100.0,0.0,0.0,0.0,0.0,0.0,-21.5483870968,156.0,76.0,-0.444444444444,134.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p066,0.0,0.0,0.0,0.0,0.0,17.8120617111,-100.0,-100.0,27.5362318841,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.69855394883,-0.689655172414,-0.689655172414,2.98850574713,48.9655172414,0.0,0.0,0.0,0.0,0.0,7.59978130126,-100.0,-28.813559322,-23.1638418079,62.7118644068
p068,0.0,0.0,0.0,0.0,0.0,0.389932647997,5.49450549451,-34.0659340659,14.2857142857,-29.6703296703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.5285658764,-53.734939759,-33.4939759036,56.7871485944,119.759036145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p069,0.0,0.0,0.0,0.0,0.0,-26.318131257,93.1034482759,-4.8275862069,15.8620689655,71.0344827586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.29950060737,-12.9707112971,90.7949790795,18.2705718271,-46.4435146444,-29.6187683284,45.4545454545,9.09090909091,93.9393939394,45.4545454545,19.6912725114,-100.0,-100.0,1.43149284254,-41.1042944785
